transaction_id,timestamp,customer_id,account_number,transaction_type,amount,currency,balance_after,status,merchant,category,location
TXN00000396,2023-04-15 05:13:44,CUST001049,ACCT-53900805,interest,868.98,AUD,10276.22,dioputed,,,Branch
TXN00000397,2023-08-24 10:11:42,CUST001036,ACCT-79562865,withdrawal,-613.16,GBP,4308.99,,,,"Philadelphia, PA"
TXN00000398,2023-12-09 11:58:40,CUST001168,ACCT-51927373,fee,-2.54,USD,4460.48,completed,,fees,"Indianapolis, IN"
TXN00000399,2023-07-12 17:38:39,CUST001126,ACCT-2124901a,payment,-639.23,GBP,8551.61,reversed,Netflix,utilities,"Columbus, OH"
TXN00000400,2023-01-09 14:29:22,CUST001123,ACCT-95828184,refund,1727.33,USD,7045.57,completed,Amazon,insurance,"Phoenix, AZ"
TXN00000401,2023-10-07 04:51:44,CUST001191,ACCT-13657238,transfer,-717.67,USD,4256.88,reversed,,,"Los Angeles, CA"
TXN00000402,2023-08-24 01:05:19,CUST001120,ACCT-75729166,withdrawal,-380.2,,8451.5,pending,,,Phone Banking
TXN00000403,2023-06-23 04:26:26,CUST001197,ACCT-78881762,deposit,186.29,AUD,4045.99,reversed,Direct Deposit - Employer,income,"Chicago, IL"
TXN00000404,2023-10-11 17:35:33,CUST001008,ACCT-30611381,refund,491.73,USD,8594.95,pending,,insurance,"Los Angeles, CA"
TXN00000405,2023-02-18 05:24:22,CUST001085,ACCT-25670227,payment,-729.29,USD,6502.51,completed,Visa,utilities,"Dallas, TX"
TXN00000406,2023-02-21 23:32:03,CUST001072,ACCT-14938880,payment,-831.7,AUD,782.47,disptted,Chevron,income,Phone Banking
TXN00000407,2023-10-17 23:56:53,CUST001137,ACCT-41421430,fee,-46.19,USD,11029.62,failed,Wells Fargo,fees,"Indianapolis, IN"
TXN00000408,2023-08-05 14:41:05,CUST001136,ACCT-97934169,interest,1898.96,GBP,10340.8,pending,,,ATM
TXN00000409,2023-10-09 22:48:56,CUST001144,ACCT-38g75272,refund,53.54,USD,8270.96,completed,Uber Eats,investment,Branch
TXN00000410,2023-07-14 02:02:20,CUST001044,ACCT-39835632,deposit,940.83,USD,5785.42,failed,,,"San Jose, CA"
TXN00000411,2023-04-11 04:09:05,CUST001023,ACCT-13539440,refund,1025.97,GBP,2207.58,reversed,Direct Deposit - Employer,travel,"San Diego, CA"
TXN00000412,2023-09-20 15:29:27,CUST001152,ACCT-73659956,refund,1483.63,EUR,3643.03,pending,Visa,investment,"Houston, TX"
TXN00000413,2023-10-07 00:24:26,CUST001147,ACCT-84875213,transfer,-1005.12,EUR,2826.58,failed,,,"Charlotte, NC"
TXN00000414,2023-04-22 13:03:25,CUST001084,,deposit,1365.87,,6397.8,reversed,Direct Deposit - Employer,income,"Seattle, WA"
TXN00000415,2023-02-13 08:30:22,CUST001192,ACCT-99929834,deposit,1751.75,AUD,5018.59,disputed,Direct Deposit - Employer,income,"San Francisco, CA"
TXN00000416,2023-04-20 21:16:23,CUST001005,ACCT-31193620,refund,1802.34,EUR,6066.55,failed,Shell,dining,"Boston, MA"
TXN00000417,2023-11-09 11:52:23,CUST001082,ACCT-70688167,refund,693.12,JPo,5700.41,completed,Uber Eats,transportation,Branch
TXN00000418,2023-07-29 01:54:25,CUST001121,ACCT-69156670,fee,-38.3,CAD,3752.42,completed,Bank of America,fees,"Columbus, OH"
TXN00000419,2023-11-20 02:47:42,CUST001068,ACCT-36560663,withdrawal,-123.66,USD,7622.92,completed,,,ATM
TXN00000420,2023-10-21 00:21:16,CUST001020,ACCT-61733413,interest,313.19,AUD,12215.39,disputed,,,"San Diego, CA"
TXN00000421,2023-01-15 02:37:38,CUST001041,ACCT-44041280,payment,-813.16,,2837.84,completed,Mastercard,income,"Houston, TX"
TXN00000422,2023-08-26 07:30:10,CUST001021,ACCT-26457439,withdrawal,-541.87,CAD,8009.08,pending,,,"Los Angeles, CA"
TXN00000423,2023-05-12 20:53:31,CUST001139,ACCT-44341852,deposit,617.88,EUR,10722.62,completed,Direct Deposit - Employer,income,"San Jose, CA"
TXN00000424,2023-07-25 00:58:23,CUST001049,ACCT-53900805,refund,1771.5,USD,12047.72,disputed,Apple,insurance,"Chicago, IL"
TXN00000425,2023-01-13 05:40:12,CUST001014,ACCT-65524149,withdrawal,-886.71,EUR,2393.17,completed,,,"Seattle, WA"
TXN00000426,2023-05-06 10:12:10,CUST001059,ACCT-88829127,refund,1648.15,CAD,9130.43,failed,CVS,miscellaneous,"San Antonio, TX"
,2023-10-31 08:49:49,CUST001125,ACCT-71284877,fee,-19.37,USD,4632.26,completed,Bank of America,fees,Online
TXN00000428,2023-04-07 20:20:12,CUST001144,ACCT-48166464,refund,1540.44,USD,10479.79,completed,PG&E,entertainment,"Phoenix, AZ"
TXN00000429,2023-05-30 22:05:24,CUST001019,,refund,1302.33,GBP,11960.71,reversed,AT&T,shopping,"Jacksonville, FL"
TXN00000430,2023-04-09 13:08:28,CUST001050,ACCT-61055107,deposit,722210.0,USD,9844.21,disputed,,,"Dallas, TX"
TXN00000431,,CUST001182,ACCT-49355393,fee,-32.92,USD,6363.84,completed,Wells Fargo,fees,"San Antonio, TX"
TXN00000432,2023-02-04 16:11:19,CUST001168,ACCT-62328129,withdrawal,-430.15,AUD,8023.92,disputed,,,"Los Angeles, CA"
TXN00000433,,CUST001080,ACCT-95163279,deposit,1680.17,GBP,5055.24,completed,Direct Deposit - Employer,income,Mobile App
TXN00000434,2023-09-11 13:05:09,CUST001102,ACCT-75684824,fee,-15.66,EUR,3152.66,pending,Wells Fargo,fees,"Jacksonville, FL"
TXN00000435,2023-09-06 01:28:58,CUST001133,ACCT-49642867,deposit,1914.59,CAD,11146.69,reversed,Direct Deposit - Employer,income,"Jacksonville, FL"
TXN00000436,2023-07-14 16:29:25,CUST001035,ACCT-11741741,payment,-512.34,USD,2514.64,disputed,Wells Fargo,travel,Mobile App
TXN00000437,2023-07-26 04:02:55,CUST001197,ACCT-78881762,withdrawal,-500.84,USD,3545.15,failed,,,"Los Angeles, CA"
TXN00000438,2023-07-26 22:17:39,CUST001034,ACCT-30002972,payment,-351.49,USD,9047.35,completed,PayPal,groceries,"Phoenix, AZ"
TXN00000439,2023-12-22 23:56:46,CUST001164,ACCT-98142392,transfer,-85.59,USD,1178.71,reversed,,,"Houston, TX"
TXN00000440,2023-05-15 12:28:43,CUST001113,ACCT-51443821,interest,763.16,JPY,12761.35,failed,,,"Columbus, OH"
TXN00000441,2023-02-08 07:57:32,CUST001144,ACCT-48166464,interest,1525.21,GBP,12005.0,failed,,,Online
TXN00000442,2023-02-25 07:53:12,CUST001124,ACCT-11981978,fee,-16.29,USD,7912.98,disputed,Bank of America,fees,Phone Banking
TXN00000443,2023-08-15 19:37:57,CUST001194,ACCT-22512969,payment,-276.65,EUR,9468.32,pending,AT&T,insurance,
TXN00000444,2023-04-25 15:14:41,cUST001079,ACCT-86570722,interest,1149.86,USD,4775.36,failed,,,"Jacksonville, FL"
TXN00000445,2023-02-16 12:38:42,CUST001195,ACCT-21053615,payment,-302.26,USD,2069.13,pending,Comcast,travel,"Denver, CO"
TXN00000446,2023-01-11 18:28:50,CUST001197,ACCT-78881762,interest,1119.65,USD,4664.8,reversed,,,"San Jose, CA"
TXN00000447,2023-09-11 04:45:16,CUST001030,ACCT-44590285,transfer,-270.29,JPY,7252.44,disputed,,,"San Antonio, TX"
TXN00000448,2023-09-11 05:55:33,CUST001063,ACCT-16023562,,-659.47,USD,5192.98,failed,,,"Austin, TX"
TXN00000449,2023-11-07 20:37:36,CUST001150,ACCT-33479773,withdrawal,-868.37,USD,1160.53,reversed,,,"Fort Worth, TX"
TXN00000450,2023-08-16 13:16:47,CUST001065,ACCT-31321415,refund,1955.84,CAD,10854.97,failed,Target,entertainment,"San Antonio, TX"
TXN00000451,2023-01-28 21:52:26,CUST001140,ACCT-30351387,transfer,-828.34,GBP,5108.43,failed,,,"Los Angeles, CA"
TXN00000452,2023-07-18 18:24:20,CUST001070,ACCT-11529552,withdrawal,-176.27,USD,1076.8,pending,,,Mobile App
TXN00000453,2023-04-04 08:55:44,CUST001109,ACCT-57342016,payment,-721.31,JPY,770.13,disputed,Lowes,healthcare,"New York, NY"
TXN00000454,2023-07-25 16:54:28,CUST001019,ACCT-10728926,interest,518.54,USD,12479.25,completed,,,"San Diego, CA"
TXN00000455,2023-05-01 03:07:13,CUST001097,ACCT-549k1362,fee,-50.62,AUD,7832.42,completed,Chase,fees,ATM
TXN00000456,2023-09-01 12:58:05,CUST001122,ACCT-31627994,refund,863.8,JPY,3996.53,pending,Home Depot,education,"Boston, MA"
TXN00000457,2023-08-11 06:45:41,CUST001153,ACCT-88772714,withdrawal,-85.38,USD,801.57,failed,,,"San Diego, CA"
TXN00000458,2023-05-25 20:47:00,CUST001078,ACCT-92408433,withdrawal,-265.03,USD,729.31,pending,,,ATM
TXN00000459,2023-02-05 10:26:46,CUST001095,ACCT-51912175,transfer,-287.05,EUR,8537.52,reversed,,,"San Francisco, CA"
TXN00000460,2023-06-05 04:34:17,CUST001069,ACCT-85349290,withdrawal,-695.59,USD,6346.52,failed,,,"Seattle, WA"
TXN00000461,2023-07-09 14:05:07,CUST001099,ACCT-18518881,fee,,USD,9814.8,reversed,Chase,fees,"Philadelphia, PA"
TXN00000462,2023-11-27 04:47:07,CUST001013,ACCT-69473190,deposit,1036.25,EUR,9442.76,pending,Direct Deposit - Empooyer,income,"San Jose, CA"
TXN00000463,2023-10-19 02:16:24,CUST001171,ACCT-89207534,fee,-44.24,JPY,1547.52,reversed,Bank of America,fees,"San Diego, CA"
TXN00000464,2023-10-19 01:29:21,CUST001091,ACCT-39305924,fee,-37.43,USD,5801.45,reversed,Bank of America,fees,Phone Banking
TXN00000465,2023-11-29 09:21:16,CUST001099,ACCT-31107151,refund,668.39,EUR,8124.77,reversed,Target,charity,"San Antonio, TX"
TXN00000466,,CUST001173,ACCT-65590364,refund,-1050.29,USD,3221.13,pending,Home Depot,shopping,"Seattle, WA"
TXN00000467,2023-09-06 00:24:31,CUST001093,ACCT-26604688,deposit,518.33,USD,6908.69,reversed,Direct Deposit - Employer,income,"Columbus, OH"
TXN00000468,2023-04-19 15:17:55,CUST001135,ACCT-43021020,payment,-124.63,USD,4356.06,pending,Southwest Airlines,income,"Dallas, TX"
TXN00000469,2023-04-17 05:43:55,CUST001062,ACCT-22018477,interest,492.52,CAD,8964.62,disputed,,,"San Francisco, CA"
TXN00000470,2023-08-14 06:14:50,CUST001005,ACCT-64374280,payment,-624.82,AUD,1998.44,reversed,American Express,insurance,"Philadelphia, PA"
TXN00000471,2023-10-16 11:05:38,CUST001076,ACCT-12661937,interest,1530.17,USD,3802.18,disputed,,,AhM
TXN00000472,2023-06-30 01:06:36,CUST001074,ACCT-68106348,interest,619.11,USD,4105.14,reversed,,,"Denver, CO"
TXN00000473,2023-02-13 12:54:27,CUST001080,ACCT-45167929,deposit,833.58,JPY,10842.94,reversed,Direct Deposit - Employer,income,
TXN00000474,2023-12-20 20:18:03,CUST001132,ACCT-55711272,refund,1070.99,AUD,5133.69,disputed,Comcast,entertainment,"San Francisco, CA"
TXN00000475,2023-04-20 13:47:04,CUST001056,,transfer,-450.62,USD,7912.43,completed,,,"Philadelphia, PA"
TXN00000476,2023-08-26 21:43:33,CUST001059,ACCT-88829127,refund,1067.32,USD,10197.75,pending,PG&E,shopping,"Indianapolis, IN"
TXN00000477,2023-12-05 22:42:51,CUST001026,ACCT-27735762,withdrawal,-157.71,USD,4534.0,completed,,,"Fort Worth, TX"
TXN00000478,2023-04-08 02:46:17,CUST001080,ACCT-95163279,deposit,197.02,CAD,5252.26,reversed,Direct Deposit - Employer,income,"Jacksonville, FL"
TXN00000479,2023-08-30 14:53:00,CUST001133,ACCT-49642867,deposit,207.96,USD,11354.65,completed,,,"Austin, TX"
TXN00000480,,CUST001193,ACCT-23581512,deposit,1278.76,USD,8831.61,disputed,Direct Deposit - Employer,income,"San Jose, CA"
TXN00000481,2023-06-20 04:10:16,CUST001065,ACCT-31321415,deposit,1193.91,USD,12048.88,pending,,,"San Antonio, TX"
TXN00000482,2023-11-07 14:31:02,CUST001188,ACCT-63684212,interest,452.23,EUR,3351.75,failed,,,"Fort Worth, TX"
TXN00000483,2023-04-26 02:47:46,CUST001118,ACCT-57863774,deposit,1081.94,USD,10474.89,reversed,Direct Deposit - Employer,,"Seattle, WA"
TXN00000484,2023-11-03 14:21:39,CUST001149,ACCT-95601711,payment,-312.92,USD,-28.08,completed,Direct Deposit - Employer,taxes,"Chicago, IL"
TXN00000485,2023-08-29 05:39:30,CUST001167,ACCT-81749407,refund,1518.77,CAD,11078.06,pending,Walgreens,entertainment,Phone Banking
TXN00000486,2023-01-02 15:56:05,CUST001014,ACCT-65524149,refund,1412.83,JPY,3806.0,disputed,Southwest Airlines,education,"Jacksonville, FL"
TXN00000487,2023-11-23 21:36:30,CUST001109,ACCT-57342016,withdrawal,-467.86,CAD,302.27,disputed,,,ATM
TXN00000488,2023-01-08 14:01:30,CUST001049,ACCT-10098706,withdrawal,-817.49,JPY,3925.03,disputed,,,"San Francisco, CA"
,2023-01-12 07:34:07,CUST001095,ACCT-51912175,refund,676.26,AUD,9213.78,completed,Mastercard,groceries,Online
TXN00000490,2023-10-27 06:28:06,CUST001120,ACCT-75729166,deposit,1711.33,JPY,10162.83,disputed,Direct Deposit - Employer,income,"Los Angeles, CA"
TXN00000491,2023-12-27 15:34:13,CUST001036,ACCT-26192714,refund,1307.27,USD,12403.32,reversed,Home Depot,dining,"Los Angeles, CA"
TXN00000492,2023-01-17 04:44:57,CUST001125,ACCT-71284877,refund,1421.67,EUR,6053.93,reversed,Zelle,healthcare,"Indianapolis, IN"
TXN00000493,2023-06-09 20:32:40,CUST001083,ACCT-71506945,refund,1307.6,USD,11219.77,completed,AT&T,iqsurance,"San Diego, CA"
TXN00000494,2023-08-17 01:27:47,CUST001124,ACCT-32956800,withdrawal,-476.44,,6345.63,pending,,,Branch
TXN00000495,2023-10-03 21:38:46,CUST001122,ACCT-31627994,fee,-14.76,AUD,3981.77,pending,Wells Fargo,fees,Mobile App
TXN00000496,2023-12-16 20:05:10,CUST001063,ACCT-16023562,refund,1828.85,USD,7021.83,disputed,AT&T,healthcare,"Seattle, WA"
TXN00000497,2023-01-17 17:58:56,CUST001006,ACCT-16242537,fee,-10.39,USD,2412.82,completed,Wells Fargo,fees,"Los Angeles, CA"
TXN00000498,2023-11-25 17:32:52,CUST001061,ACCT-13932992,interest,1297.88,JPY,2168.86,disputed,,,"Charlotte, NC"
TXN00000499,2023-11-23 11:33:45,CUST001136,ACCT-97934169,refund,797.77,CAD,11138.57,pending,Direct Deposit - Employer,education,"Seattle, WA"
TXN00000500,2023-02-23 06:53:55,CUST001092,ACCT-43052655,payment,-206.01,USD,8002.89,reversed,Delta Airlines,taxes,Online
TXN00000501,2023-05-04 12:38:57,CUST001027,ACCT-48166368,,-562.31,CAD,7534.92,reversed,,investment,Phone Banking
TXN00000502,2023-08-28 18:49:14,CUST001170,ACCT-15550349,deposit,1624.15,CAD,7330.27,pending,,,
TXN00000503,2023-07-20 15:51:50,CUST001041,ACCT-16778095,deposit,1043.82,CAD,3731.43,disputed,Direct Deposit - Employer,income,"Austin, TX"
TXN00000504,2023-12-09 17:33:40,CUST001160,ACCT-39193338,withdrawal,-285.52,USD,5745.75,reversed,,,Onlhne
TXN00000505,2023-06-12 16:12:06,CUST001191,ACCT-13657238,refund,1017.41,AUD,5274.29,failed,,education,"Phoenih, AZ"
TXN00000506,2023-07-13 13:52:43,CUST001052,ACCT-67393906,transfer,-884.82,EUR,4755.03,disputed,,,"Charlotte, NC"
TXN00000507,2023-03-17 05:39:59,CUST001155,ACCT-73081764,withdrawal,-27.3,USD,2512.91,completed,,,"San Antonio, TX"
TXN00000508,2023-12-30 09:50:49,CUST001181,ACCT-24236192,withdrawal,-316.56,USD,4516.32,reversed,,,Branch
TXN00000509,2023-05-18 19:15:47,CUST001133,ACCT-49642867,withdrawal,-164.58,USD,11190070.0,disputed,,,"Houston, TX"
TXN00000510,2023-05-02 04:35:22,CUST001042,ACCT-76134975,fee,-20.86,AUD,4959.54,disputed,Wells Fargo,fees,"Los Angeles, CA"
TXN00000511,2023-10-16 12:00:10,CUST001070,ACCT-23085628,payment,-473.86,USD,2735.54,disputed,Lowes,taxes,"Houston, TX"
TXN00000512,2023-07-01 19:32:36,CUST001023,ACCT-84973893,withdrawal,-969.84,USD,170.62,failed,,,"Indianapolis, IN"
TXN00000513,2023-05-01 06:13:19,CUST001089,ACCT-53266998,fee,-24.62,CAD,7162.79,reversed,Wells Fargo,fees,"San Antonio, TX"
TXN00000514,2023-05-27 01:54:35,CUST001013,ACCT-69473190,transfer,-775.06,JPY,8667.7,completed,,,"Columbus, OH"
TXN00000515,2023-06-10 11:04:43,CUST001039,ACCT-90552230,payment,-213.15,CAD,9694.11,pending,Lowes,miscellaneous,"San Antonio, TX"
TXN00000516,20i3-09-30 07:32:21,CUST001030,ACCT-44590285,deposit,873.47,CAD,8125.91,pending,Direct Deposit - Employer,income,"Jacksonville, FL"
TXN00000517,2023-10-10 22:31:23,CUST001003,ACCT-61088102,payment,-779.94,EUR,4218.88,failed,,income,
TXN00000518,2023-12-07 15:25:02,CUST001129,ACCT-96345942,withdrawal,-434.24,CAD,8235.48,failed,,,ATM
TXN00000519,2023-09-07 10:01:44,CUST001101,ACCT-57722788,payment,-375.29,USD,3402.99,failed,Amazon,housing,"Chicago, IL"
TXN00000520,2023-11-06 06:44:41,CUST001172,ACCT-76164661,refund,92.02,AUD,3650.36,completed,PG&E,education,"Los Angeles, CA"
TXN00i00521,2023-04-14 15:00:45,CUST001135,ACCT-43021020,fee,-8.23,USD,4347.83,pending,Chase,fees,"San Diego, CA"
TXN00000522,,CUST001140,ACCT-30351387,interest,464.98,USD,5573.41,reversed,,,"Houston, TX"
TXN00000523,2023-07-06 00:11:00,CUST001171,ACCT-89207534,interest,1968.97,CAD,3516.49,pending,,,ATM
TXN00000524,2023-11-02 02:46:36,CUST001097,ACCT-83365150,fee,-49.75,GBP,9171.04,disputed,Wells Fargo,fees,"New York, NY"
TXN00000525,2023-05-19 07:54:14,CUST001155,ACCT-73081764,withdrawal,-188.24,JPY,2324.67,completed,,,"Charlotte, NC"
TXN00000526,2023-05-03 22:45:45,CUST001147,ACCT-84875213,fee,-35.31,USD,2791.27,disputed,Wells Fargo,fees,"Philadelphia, PA"
TXN00000527,2023-01-22 17:15:13,CUST001129,ACCT-96345942,payment,-909.38,JPY,7326.1,disputed,AT&T,utilities,"Columbus, OH"
TXN00000528,2023-06-04 01:33:05,CUST001190,ACCT-49715330,fee,11.56,USD,1899.33,failed,Bank of America,fees,Online
TXN00000529,2023-03-29 13:26:19,CUST001115,ACCT-32069029,payment,-872.25,GBP,8471.88,reversed,Airbnb,investment,"San Antonio, TX"
TXN00000530,2023-06-17 17:16:33,CUST001045,ACCT-45331934,fee,-5.93,CAD,8750.81,completed,Wells Fargo,fees,ATM
TXN00000531,2023-04-26 00:00:05,CUST001175,ACCT-27587399,interest,691.31,USD,9811.07,reversed,,,"Austin, TX"
TXN00000532,2023-07-07 04:02:23,CUST001086,ACCT-94190833,interest,1574.54,EUR,9907.37,pending,,,Branch
TXN00000533,2023-11-26 17:00:18,CUST001187,ACCT-62705585,transfer,-236.38,JPY,350.33,reversed,,,"Boston, MA"
TXN00000534,2023-01-05 11:03:56,CUST001041,ACCT-16778095,deposit,1249.76,CAD,4981.19,reversed,Direct Deposit - Employer,income,ATM
TXN00000535,2023-09-09 20:54:09,CUST001050,ACCT-64512575,withdrawal,-954.3,USD,8608.2,completed,,,"Columbus, OH"
TXN00000536,2023-12-22 21:34:44,CUST001193,ACCT-23581512,fee,-49.71,USD,8781.9,reversed,Chase,fees,"San Francisco, CA"
TXN00000537,2023-01-31 06:14:38,CUST001147,ACCT-94391030,transfer,-414.2,USD,1456.87,completed,,,"Chicago, IL"
TXN00000538,2023-02-13 22:37:04,CUST001105,ACCT-50972644,withdrawal,-21.01,USD,10559.09,completed,,,"Hogston, TX"
TXN00000539,2023-08-16 10:53:15,CUST001039,ACCT-90552230,withdrawal,-324.03,CAD,9370.08,pending,,,"Houston, TX"
TXN00000540,2023-01-27 10:10:23,CUST001190,ACCT-27768163,payment,-901.21,USD,2579.67,failed,Marriott Hotels,vealthcare,"Denver, CO"
TXN00000541,2023-12-30 13:23:33,CUST001009,ACCT-52059573,withdrawal,-951.85,AUD,6658.56,pending,,,Branch
TXN00000542,2023-03-12 20:12:02,CUST001101,ACCT-81561266,interest,-134.21,AUD,10001.36,failed,,,"San Diego, CA"
TXN00000543,2023-04-08 14:26:23,CUST001013,ACCT-69473190,interest,1844.44,EUR,10512.14,pending,,,"New York, NY"
TXN00000544,2023-07-24 06:42:50,CUST001073,ACCT-71396701,transfer,-922.99,CAD,7817.37,completed,,,"San Antonio, TX"
TXN00000545,2023-06-23 04:10:20,CUST001086,ACCT-94190833,deposit,1549.12,USD,11456.49,failed,,,"New York, NY"
TXN00000546,2023-11-28 22:28:24,CUST001092,ACCT-87741418,deposit,1170.74,USD,5445.11,reversed,,,"Jacksonville, FL"
TXN00000547,2023-03-05x03:55:16,CUST001069,ACCT-85349290,interest,474.11,EUR,6820.63,reversed,,,"Houston, TX"
TXN00000548,2023-07-08 19:01:40,CUST001052,ACCT-67393906,withdrawal,-654.77,USD,4100.26,reversed,,,"Phoenix, AZ"
TXN00000549,2023-01-08 07:46:14,CUST001171,ACCT-89207534,deposit,1531.95,EUR,5048.44,pending,,,Branch
TXN00000550,2023-01-15 18:57:32,CUST001199,ACCT-68921663,refund,862.55,CAD,9896.88,reversed,Apple,chargty,"Chicago, oL"
TXN00000551,2023-11-25 14:47:41,CUST001053,ACCT-74110515,interest,956.9,AUD,10176.72,reversed,,,Phone Banking
TXN00000552,2023-04-28 11:12:19,CUST001100,ACCT-10345559,transfer,-738.96,JPY,-8038.73,pending,,,"Denver, CO"
TXN00000553,2023-06-12 12:20:17,CUST001183,ACCT-63440264,withdrawal,-513.05,CAD,3622.87,failed,,,"Jacksonville, FL"
TXN00000554,2023-10-16 22:08:07,CUST001131,ACCT-11671199,fee,-50270.0,AUD,9797.3,disputed,Chase,fees,"Denver, CO"
TXN00000555,2023-01-17 15:27:53,CUST001050,ACCT-64512575,payment,-149.65,GBP,8458.55,completed,DoorDash,shopping,"Charlotte, NC"
TXN00000556,2023-04-08 18:09:42,CUST001113,ACCT-51443821,deposit,1252.3,USz,14013.65,pending,,,"Fort Worth, TX"
TXN00000557,2023-06-07 20:27:50,CUST001046,ACCT-61997511,payment,-666.6,USD,5335.68,completed,American Express,travel,"Los Angeles, CA"
TXN00000558,2023-05-13 19:26:56,CUST001197,ACCT-78881762,deposit,1088.02,USD,5752.82,completed,,,Mobile App
TXN00000559,2023-06-23 13:14:05,CUST001190,ACCT-27768163,deposit,553.23,CAD,3132.9,disputed,Direct Deposit - Employer,income,"Indianapolis, IN"
TXN00000560,2023-06-29 15:27:19,CUST001073,ACCT-71396701,deposit,1804.53,USD,9621.9,reversed,Direct Deposit - Employer,income,"Austin, TX"
TXN00000561,2023-12-28 15:50:06,CUST001040,ACCT-86152351,transfer,-92.46,EUR,2807.57,reversed,,,"San Diego, CA"
TXN00000562,2023-07-16 05:45:31,CUST001059,,deposit,803.72,EUR,11001.47,failed,Direct Deposit - Employer,income,"Denver, CO"
TXN00000563,2023-08-28 04:53:16,CUST001134,ACCT-73683173,fee,-9.26,USD,13782.73,disputed,Bank of America,fees,Branch
TXN00000564,2023-12-25 14:58:01,CUST001005,ACCT-64374280,payment,-408.15,CAD,1590.29,reversed,Wells Fargo,education,"Chicago, IL"
TXN00000565,2023-03-12 00:04:07,CUST001095,ACCT-51912175,transfer,-88.4,AUD,9125.38,failed,,,"Houston, TX"
TXN00000566,2023-08-23 14:04:56,CUST001058,ACCT-66848758,fee,-35.78,AUD,3086.8,disputed,ahase,fees,Online
TXN00000567,2023-04-02 03:49:52,CUST001080,ACCT-45167929,fee,-18.44,GBP,10824.5,disputed,Chase,fees,"Columbus, OH"
TXN00000568,2023-06-09 07:46:14,CUST001134,ACCT-73683173,interest,258.91,USD,14041.64,pending,,,"Seattle, WA"
TXN00000569,2023-04-11 23:23:05,CUST001157,ACCT-96172645,transfer,-84.41,USD,8011.56,reversed,,,"Seattle, WA"
TXN00000570,2023-12-25 22:46:30,CUST001135,ACCT-43021020,deposit,1820.26,USD,6168.09,failed,,,"Denver, CO"
TXN00000571,2023-12-12 03:47:01,CUST001097,ACCT-54941362,refund,633.17,USD,8465.59,failed,Southwest Airlines,iuvestment,"San Antonio, TX"
TXN00000572,2023-01-23 14:06:30,CUST001129,ACCT-9634594s,fee,-18.39,EUR,7307.71,disputed,Chase,fees,"Phoenix, AZ"
TXN00000573,2023-05-29 18:59:58,,ACCT-62328129,refund,1727.61,AUD,9751.53,reversed,DoorDash,travel,"Phoenix, AZ"
TXN00000574,2023-07-14 06:57:36,CUST001040,ACCT-95200771,fee,-10.56,USD,2661.52,failed,Wells Fargo,fees,Mobile App
TXN00000575,2023-03-31 17:46:34,CUST001080,ACCT-45167929,interest,1571.23,USD,12395.73,completed,,,"Dallas, TX"
TXN00000576,2023-10-05 19:47:56,CUST001182,ACCT-49355393,transfer,-838.02,GBP,5525.82,failed,,,"Denver, CO"
TXN00000577,2023-02-09 20:31:58,,ACCT-16023562,deposit,411.91,AUD,7433.74,reversed,Direct Deposit - Employer,income,
TXN00000578,2023-10-01 23:28:16,CUST001015,ACCT-55950537,fee,-32.44,EUR,1024.3,oeversed,Bank of America,fees,"San Diego, CA"
TXN00000579,2023-01-30 21:41:18,CUST001186,ACCT-89644422,payment,-796.46,JPY,5042.73,reversed,Southwest Airlines,taxes,Oaline
TXN00000580,2023-04-09 08:15:08,CUST001169,ACCT-89617513,deposit,1610.09,USD,10353.76,pending,,,"Columbus, OH"
TXN00000581,2023-01-22 18:14:25,CUST001098,ACCT-54246000,payment,-344.13,GBP,4576.23,reversed,Spotify,housing,"Austin, TX"
TXN00000582,2023-05-16 02:36:26,CUST001193,ACCT-10679360,transfer,-463.0,JPY,,completed,,,"Fort Worth, TX"
TXN00000583,2023-01-31 18:56:04,CUST001077,ACCT-24832702,interest,502.57,USD,8805.22,reversed,,,Online
TXN00000584,2023-11-26 11:00:58,CUST001024,ACCT-34386446,withdrawal,-462.87,USD,8645.58,completed,,,ATM
TXN00000585,2023-08-02 05:34:23,CUST001028,ACCT-98777843,fee,-19.01,USD,3189.59,failed,Wells Fargo,fees,"San Antonio, TX"
TXN00000586,2023-10-18 12:13:05,CUST001135,ACCT-43021020,transfer,-892.94,USD,5275.15,disputed,,,"Philadelphia, PA"
TXN00000587,2023-02-07 06:46:22,CUST001066,ACCT-49667266,refund,132.86,USD,2947.03,completed,Marriott Hotels,housing,"San Diego, CA"
TXN00000588,2023-08-14 22:24:06,CUST001172,ACCT-64219702,interest,192.04,USD,7332.67,completed,,,"San Jose, CA"
TXN00000589,2023-06-18 11:05:52,CUST001166,ACCT-58504303,withdrawal,,AUD,6413.04,failed,,,"Philadelphia, PA"
TXN00000590,2023-07-09 14:22:54,CUST001156,ACCT-25620070,refund,977.19,AUD,9949.01,pending,Delta Airlines,investment,"Los Angeles, CA"
TXN00000591,2023-04-19 10:20:30,CUST001113,ACCT-51443821,interest,1551.45,USD,15565.1,pending,,,"Philadelphia, PA"
TXN00000592,2023-01-13 05:23:56,CUST001044,ACCT-99684586,transfer,-144.59,AUD,2044.16,reversed,,,"Seattle, WA"
TXN00000593,2023-02-02 14:31:56,CUST001169,ACCT-89617513,interest,578.36,AUD,10932.12,completed,,,"Indianapolis, IN"
